cross_section,width_0,width_1,width_2,width_3,width_4,width_5,width_6,width_7,width_8,width_9
0,10.042229,9.990229,9.995718,9.996047,9.994153,9.994681,9.992591,9.995882,9.987933,10.039533
1,10.035562,9.995562,9.990000,9.990000,10.000200,9.988634,9.998638,9.990000,9.994200,10.034200
2,10.041200,9.981200,9.989808,9.995800,9.986400,9.996719,9.987080,9.999800,9.987200,10.047200
3,10.036504,9.976504,9.987600,9.999000,9.990000,10.000200,9.990000,9.990000,9.991400,10.031400
4,10.026366,9.986366,9.990800,9.985600,9.990000,9.996600,9.999194,9.990000,9.988800,10.048800
5,10.045235,9.985235,9.990000,10.000200,10.000200,9.985802,9.989467,10.000200,9.989600,10.049600
6,10.033666,9.993666,9.990000,9.990000,10.000200,9.988104,9.989600,9.990000,9.998200,10.038200
7,10.041600,9.981600,9.990000,9.997777,9.988400,9.997031,9.999800,9.989600,9.990000,10.050000
8,10.040257,9.980257,10.000200,9.989200,9.999642,9.990000,10.000200,9.990000,9.989200,10.049200
9,10.032177,9.992177,9.990000,9.997418,9.999800,9.989600,9.999400,9.989600,9.999800,10.039800
10,10.046000,9.986000,9.990000,9.999377,9.990000,9.999400,9.988400,9.990000,9.996600,10.036600
11,10.036341,9.996341,9.990000,9.988400,9.999800,10.000200,9.990000,9.999800,9.988000,10.048000
12,10.038559,9.998559,9.987200,9.999000,9.989600,9.990000,10.000200,9.990000,9.989200,10.049200
13,10.045600,9.985600,9.990000,9.999800,9.989913,9.999387,9.990000,9.990000,9.999800,10.039800
14,10.038718,9.998718,9.990000,9.989600,9.999800,9.998783,9.989600,9.990000,9.998200,10.038200
15,10.046400,9.986400,10.000200,9.988800,9.990000,9.989600,9.999800,9.989600,9.988400,10.048400
16,10.031514,9.991514,9.990000,9.999400,9.999800,9.990000,9.999971,9.990000,9.988800,10.048800
17,10.030200,9.990200,9.990000,9.998200,10.000200,9.989600,9.990000,10.000200,9.999400,10.039400
18,10.039557,9.979557,9.990000,9.998600,9.990000,9.999400,9.989600,9.990000,9.996600,10.036600
19,10.040832,9.980832,9.999800,9.998200,9.988677,9.999271,9.999541,9.990000,9.988400,10.048400
20,10.031028,9.991028,9.988400,9.986400,10.000200,9.989101,9.989600,9.998600,9.988000,10.048000
21,10.043903,9.983903,9.990000,9.995473,9.999800,9.990000,9.999544,9.989200,9.999400,10.039400
22,10.034999,9.994999,10.000200,9.987362,9.989600,9.995400,9.988400,9.995600,9.988365,10.048365
23,10.045541,9.985541,9.989600,9.997800,9.989600,9.997799,9.999400,9.989600,9.998200,10.038200
24,10.035506,9.995506,9.990000,9.987497,9.998600,9.989600,9.999800,9.990000,9.988800,10.048800
25,10.035175,9.995175,9.997600,9.988000,9.997400,9.989600,9.989600,9.989200,9.998200,10.038200
